date,portafolio_total_mxn,efectivo_mxn,efectivo_pct,FNOVA17_mxn,FNOVA17_pct,FUNO11_mxn,FUNO11_pct,FIBRAMQ12_mxn,FIBRAMQ12_pct,FSHOP13_mxn,FSHOP13_pct,DANHOS13_mxn,DANHOS13_pct,FIHO12_mxn,FIHO12_pct,FIBRAPL14_mxn,FIBRAPL14_pct,FPLUS16_mxn,FPLUS16_pct,EDUCA18_mxn,EDUCA18_pct
2021-01-04,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-11,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-12,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-13,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-14,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-15,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-18,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-19,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-20,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-21,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-22,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-25,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-26,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-27,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-28,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-29,460000.00,460000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-02,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-03,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-04,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-05,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-08,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-09,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-10,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-11,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-12,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-15,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-16,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-17,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-18,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-19,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-22,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-23,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-24,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-25,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-26,470000.00,470000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-01,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-02,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-03,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-04,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-05,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-08,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-09,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-10,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-11,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-12,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-16,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-17,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-18,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-19,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-22,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-23,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-24,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-25,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-26,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-29,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-30,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-31,480000.00,480000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-05,487601.40,0.00,0.00,97520.28,20.00,97520.28,20.00,97520.28,20.00,97520.28,20.00,97520.28,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-06,488655.17,0.00,0.00,97520.28,19.96,99164.11,20.29,97520.28,19.96,97382.93,19.93,97067.57,19.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-07,488814.23,0.00,0.00,97520.28,19.95,99821.65,20.42,97749.21,20.00,97108.23,19.87,96614.87,19.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-08,491086.91,0.00,0.00,97074.98,19.77,103725.74,21.12,97215.05,19.80,96833.52,19.72,96237.61,19.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-09,484750.70,0.00,0.00,97074.98,20.03,99205.21,20.47,94887.70,19.57,97382.93,20.09,96199.89,19.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-12,482750.48,0.00,0.00,97164.04,20.13,98794.25,20.46,93247.09,19.32,97382.93,20.17,96162.16,19.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-13,485097.86,0.00,0.00,97431.22,20.08,101547.66,20.93,92560.33,19.08,97245.57,20.05,96313.07,19.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-14,483754.38,0.00,0.00,97297.62,20.11,100232.60,20.72,93056.32,19.24,97382.93,20.13,95784.91,19.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-15,487869.97,0.00,0.00,97386.68,19.96,102492.87,21.01,92445.87,18.95,97382.93,19.96,98161.61,20.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-16,487024.14,0.00,0.00,97520.28,20.02,102698.35,21.09,91072.35,18.70,97382.93,20.00,98350.24,20.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-19,483157.97,0.00,0.00,97386.68,20.16,100396.99,20.78,89813.28,18.59,96833.52,20.04,98727.49,20.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-20,483446.21,0.00,0.00,97520.28,20.17,100643.56,20.82,89813.28,18.58,97382.93,20.14,98086.16,20.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-21,485382.85,0.00,0.00,97520.28,20.09,101794.24,20.97,91835.41,18.92,96146.76,19.81,98086.16,20.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-22,484653.79,0.00,0.00,97520.28,20.12,102575.06,21.16,91759.10,18.93,96146.76,19.84,96652.60,19.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-23,480706.17,0.00,0.00,95071.13,19.78,102698.35,21.36,91797.26,19.10,96146.76,20.00,94992.67,19.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-26,474417.09,0.00,0.00,91286.10,19.24,102410.68,21.59,92636.64,19.53,96146.76,20.27,91936.92,19.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-27,468566.44,0.00,0.00,89059.61,19.01,102081.91,21.79,91453.88,19.52,96146.76,20.52,89824.29,19.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-28,469010.26,0.00,0.00,89059.64,18.99,101876.44,21.72,92941.87,19.82,97382.93,20.76,87749.39,18.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-29,469922.61,0.00,0.00,87346.57,18.59,104054.51,22.14,91682.80,19.51,96146.76,20.46,90691.98,19.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-30,468234.09,0.00,0.00,87346.57,18.65,102780.54,21.95,91720.96,19.59,96146.76,20.53,90239.27,19.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-03,488199.96,10000.00,2.05,91825.88,18.81,102369.58,20.97,94124.62,19.28,98207.04,20.12,91672.83,18.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-04,484238.88,10000.00,2.07,91825.88,18.96,101136.71,20.89,93743.09,19.36,97520.28,20.14,90012.92,18.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-05,480906.26,10000.00,2.08,91601.92,19.05,99780.55,20.75,92216.95,19.18,97520.28,20.28,89786.56,18.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-06,484685.46,10000.00,2.06,94065.54,19.41,101376.48,20.92,90767.12,18.73,97520.28,20.12,90956.04,18.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-07,485321.04,10000.00,2.06,93896.46,19.35,100543.48,20.72,90881.58,18.73,99772.35,20.56,90227.17,18.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-10,488073.21,10000.00,2.05,93896.46,19.24,102251.13,20.95,91797.26,18.81,98788.69,20.24,91339.66,18.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-11,485736.61,10000.00,2.06,93896.46,19.33,100835.03,20.76,91835.41,18.91,98367.11,20.25,90802.60,18.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-12,481477.97,10000.00,2.08,93438.43,19.41,98710.88,20.50,89736.97,18.64,98367.11,20.43,91224.58,18.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-13,479714.13,10000.00,2.08,93896.46,19.57,97086.51,20.24,88973.90,18.55,99069.73,20.65,90687.51,18.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-14,482477.11,10000.00,2.07,93896.46,19.46,99752.13,20.67,87485.92,18.13,99350.78,20.59,91991.82,19.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-17,483559.44,10000.00,2.07,97560.71,20.18,98460.97,20.36,87371.46,18.07,99210.26,20.52,90956.04,18.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-18,486386.59,10000.00,2.06,98476.78,20.25,98585.92,20.27,88096.37,18.11,99350.78,20.43,91876.74,18.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-19,474865.87,10000.00,2.11,91606.31,19.29,96128.56,20.24,86875.46,18.29,99491.30,20.95,90764.24,19.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-20,480685.13,10000.00,2.08,91606.31,19.06,99127.37,20.62,87867.46,18.28,99631.83,20.73,92452.16,19.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-21,477422.95,10000.00,2.09,91606.31,19.19,97253.12,20.37,86837.31,18.19,99350.78,20.81,92375.44,19.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-24,477428.25,10000.00,2.09,94354.50,19.76,96170.21,20.14,86379.46,18.09,99491.30,20.84,91032.77,19.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-25,477497.34,10000.00,2.09,94812.53,19.86,95545.46,20.01,87714.84,18.37,99350.78,20.81,90073.72,18.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-26,476590.51,10000.00,2.10,96644.65,20.28,94295.95,19.79,86493.93,18.15,99350.78,20.85,89805.19,18.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-27,480327.49,10000.00,2.08,96644.65,20.12,92921.50,19.35,83670.57,17.42,105674.38,22.00,91416.39,19.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-28,484053.38,10000.00,2.07,96598.85,19.96,97003.22,20.04,84319.18,17.42,105252.80,21.74,90879.33,18.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-05-31,486998.79,10000.00,2.05,99347.04,20.40,98419.32,20.21,85463.78,17.55,103004.42,21.15,90764.24,18.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-01,495086.40,20000.00,4.04,98476.78,19.89,95961.97,19.38,86303.16,17.43,102582.85,20.72,91761.65,18.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-02,498641.32,20000.00,4.01,98430.97,19.74,96211.87,19.29,88592.37,17.77,102301.80,20.52,93104.31,18.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-03,497517.83,20000.00,4.02,98476.78,19.79,97378.06,19.57,87752.99,17.64,102301.80,20.56,91608.20,18.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-04,494793.12,20000.00,4.04,98476.78,19.90,95170.61,19.23,86417.62,17.47,102582.85,20.73,92145.27,18.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-07,498747.09,20000.00,4.01,98476.78,19.74,98086.12,19.67,88439.76,17.73,101599.17,20.37,92145.27,18.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-08,497824.84,20000.00,4.02,98476.78,19.78,97961.17,19.68,89584.36,18.00,99772.35,20.04,92030.18,18.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-09,497216.19,20000.00,4.02,98476.78,19.81,97836.22,19.68,89202.82,17.94,99631.83,20.04,92068.54,18.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-10,499085.92,20000.00,4.01,98476.78,19.73,97128.17,19.46,89889.58,18.01,101177.60,20.27,92413.80,18.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-11,499310.77,20000.00,4.01,98476.78,19.72,97169.82,19.46,91541.81,18.33,99631.83,19.95,92490.52,18.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-14,497555.24,20000.00,4.02,98476.78,19.79,96378.46,19.37,92124.63,18.52,99350.78,19.97,91224.58,18.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-15,498363.28,20000.00,4.01,98476.78,19.76,95587.11,19.18,93134.86,18.69,98367.11,19.74,92797.42,18.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-16,497989.36,20000.00,4.02,98476.78,19.77,95045.66,19.09,93290.28,18.73,99069.73,19.89,92106.90,18.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-17,500447.67,20000.00,4.00,98522.58,19.69,96794.97,19.34,95116.45,19.01,98367.11,19.66,91646.56,18.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-18,491100.60,20000.00,4.07,99942.48,20.35,96253.52,19.60,95854.69,19.52,90357.21,18.40,88692.70,18.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-21,492861.23,20000.00,4.06,98476.78,19.98,96128.56,19.50,95194.16,19.31,93870.33,19.05,89191.40,18.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-22,496357.77,20000.00,4.03,98385.17,19.82,95462.16,19.23,94339.36,19.01,99631.83,20.07,88539.25,17.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-23,493904.85,20000.00,4.05,98247.77,19.89,93921.10,19.02,95582.71,19.35,96961.87,19.63,89191.40,18.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-24,491020.04,20000.00,4.07,98385.17,20.04,92588.30,18.86,95466.15,19.44,96961.87,19.75,87618.56,17.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-25,490023.24,20000.00,4.08,98385.17,20.08,90797.34,18.53,95582.71,19.51,97102.39,19.82,88155.63,17.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-28,486104.04,20000.00,4.11,96186.62,19.79,91463.74,18.82,94999.89,19.54,98367.11,20.24,85086.68,17.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-29,486595.08,20000.00,4.11,96140.82,19.76,91505.39,18.81,96631.79,19.86,96961.87,19.93,85355.21,17.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-06-30,484205.80,20000.00,4.13,96186.62,19.86,89672.79,18.52,95582.71,19.74,97945.53,20.23,84818.15,17.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-01,489099.05,0.00,0.00,97821.25,20.00,97803.24,20.00,97841.55,20.00,97849.27,20.01,97783.75,19.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-02,489068.92,0.00,0.00,97529.10,19.94,98817.71,20.21,97762.48,19.99,97709.49,19.98,97250.14,19.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-05,489776.60,0.00,0.00,98113.39,20.03,98817.71,20.18,96774.18,19.76,97709.49,19.95,98361.83,20.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-06,489481.28,0.00,0.00,97967.32,20.01,97526.57,19.92,96378.86,19.69,97290.14,19.88,100318.39,20.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-07,489202.11,0.00,0.00,98113.39,20.06,98033.80,20.04,97129.97,19.85,96451.43,19.72,99473.51,20.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-08,491115.04,0.00,0.00,99233.30,20.21,98679.37,20.09,96102.14,19.57,96870.78,19.72,100229.46,20.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-09,492110.94,0.00,0.00,100596.66,20.44,99509.38,20.22,94955.72,19.30,95752.50,19.46,101296.67,20.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-12,494378.93,0.00,0.00,102203.48,20.67,99832.16,20.19,96062.61,19.43,96451.43,19.51,99829.25,20.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-13,493242.44,0.00,0.00,101765.26,20.63,98956.04,20.06,96062.61,19.48,96451.43,19.55,100007.12,20.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-14,497123.00,0.00,0.00,101862.64,20.49,99186.60,19.95,97169.50,19.55,96451.43,19.40,102452.83,20.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-15,499901.44,0.00,0.00,102252.17,20.45,100477.74,20.10,97841.55,19.57,97010.57,19.41,102319.42,20.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-16,503153.54,0.00,0.00,102154.79,20.30,102229.98,20.32,97209.04,19.32,97150.35,19.31,104409.38,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-19,491867.64,0.00,0.00,102252.17,20.79,98494.92,20.02,93848.82,19.08,96731.00,19.67,100540.73,20.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-20,494706.25,0.00,0.00,102252.17,20.67,98679.37,19.95,96299.80,19.47,96311.64,19.47,101163.27,20.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-21,497835.73,0.00,0.00,102252.17,20.54,99786.05,20.04,97446.23,19.57,95053.58,19.09,103297.70,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-22,499525.50,0.00,0.00,102252.17,20.47,99786.05,19.98,97446.23,19.51,95053.58,19.03,104987.46,21.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-23,499459.56,0.00,0.00,102252.17,20.47,99324.94,19.89,96774.18,19.38,95053.58,19.03,106054.68,21.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-26,508328.58,0.00,0.00,106390.95,20.93,100431.62,19.76,97367.16,19.15,97150.35,19.11,106988.49,21.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-27,506785.84,0.00,0.00,107121.32,21.14,98863.82,19.51,97367.16,19.21,96311.64,19.00,107121.90,21.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-07-28,502788.61,0.00,0.00,106147.49,21.11,98310.47,19.55,97050.91,19.30,94913.79,18.88,106365.95,21.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
