fecha,portafolio_total_mxn
2025-06-13,996430.74
2025-06-16,996383.92
2025-06-17,996337.11
2025-06-18,996290.30
2025-06-19,996243.49
2025-06-20,996196.69
2025-06-23,996149.89
2025-06-24,996103.09
2025-06-25,996056.29
2025-06-26,996009.49
2025-06-27,995962.70
2025-06-30,995915.91
2025-07-01,1006263.26
2025-07-02,1006610.73
2025-07-03,1006958.32
2025-07-04,1007306.03
2025-07-07,1007653.86
2025-07-08,1008001.81
2025-07-09,1008349.88
2025-07-10,1008698.07
2025-07-11,1009046.38
2025-07-14,1009394.81
2025-07-15,1009743.36
2025-07-16,1010092.03
2025-07-17,1010440.83
2025-07-18,1010789.74
2025-07-21,1011138.77
2025-07-22,1011487.92
2025-07-23,1011837.20
2025-07-24,1012186.59
2025-07-25,1012536.11
2025-07-28,1012885.74
2025-07-29,1013235.50
2025-07-30,1013585.38
2025-07-31,1013935.38
2025-08-01,1024288.95
2025-08-04,1024642.64
2025-08-05,1024996.46
2025-08-06,1025350.40
2025-08-07,1025704.46
2025-08-08,1026058.64
2025-08-11,1026412.95
2025-08-12,1026767.38
2025-08-13,1027121.93
2025-08-14,1027476.60
2025-08-15,1027831.39
2025-08-18,1028186.31
2025-08-19,1028541.35
2025-08-20,1028896.51
2025-08-21,1029251.80
2025-08-22,1029607.21
2025-08-25,1029962.74
2025-08-26,1030318.39
2025-08-27,1030674.17
2025-08-28,1031030.07
2025-08-29,1031386.09
2025-09-01,1041745.69
2025-09-02,1042105.41
2025-09-03,1042465.26
2025-09-04,1042825.23
2025-09-05,1043185.32
2025-09-08,1043545.54
2025-09-09,1043905.89
2025-09-10,1044266.35
2025-09-11,1044626.95
2025-09-12,1044987.66
2025-09-15,1045348.50
2025-09-16,1045709.47
2025-09-17,1046070.56
2025-09-18,1046431.78
2025-09-19,1046793.12
2025-09-22,1047154.58
2025-09-23,1047516.17
2025-09-24,1047877.89
2025-09-25,1048239.73
2025-09-26,1048601.69
2025-09-29,1048963.78
2025-09-30,1049326.00
2025-10-01,1059691.79
2025-10-02,1060057.71
2025-10-03,1060423.75
2025-10-06,1060789.93
2025-10-07,1061156.23
2025-10-08,1061522.65
2025-10-09,1061889.20
2025-10-10,1062255.88
2025-10-13,1062622.68
2025-10-14,1062989.62
2025-10-15,1063356.67
2025-10-16,1063723.86
2025-10-17,1064091.17
2025-10-20,1064458.61
2025-10-21,1064826.17
2025-10-22,1065193.87
2025-10-23,1065561.68
2025-10-24,1065929.63
2025-10-27,1066297.70
2025-10-28,1066665.90
2025-10-29,1067034.23
2025-10-30,1067402.69
2025-10-31,1067771.27
2025-11-03,1078143.43
2025-11-04,1078515.72
2025-11-05,1078888.14
2025-11-06,1079260.69
2025-11-07,1079633.36
2025-11-10,1080006.17
2025-11-11,1080379.10
2025-11-12,1080752.17
2025-11-13,1081125.36
2025-11-14,1081498.68
2025-11-17,1081872.13
2025-11-18,1082245.70
2025-11-19,1082619.41
2025-11-20,1082993.25
2025-11-21,1083367.21
2025-11-24,1083741.31
2025-11-25,1084115.53
2025-11-26,1084489.88
2025-11-27,1084864.37
2025-11-28,1085238.98
2025-12-01,1095617.17
2025-12-02,1095995.50
2025-12-03,1096373.95
2025-12-04,1096752.54
2025-12-05,1097131.25
2025-12-08,1097510.10
2025-12-09,1097889.08
2025-12-10,1098268.19
2025-12-11,1098647.43
2025-12-12,1099026.80
2025-12-15,1099406.30
2025-12-16,1099785.93
2025-12-17,1100165.70
2025-12-18,1100545.59
2025-12-19,1100925.62
2025-12-22,1101305.78
2025-12-23,1101686.07
2025-12-24,1102066.49
2025-12-25,1102447.04
2025-12-26,1102827.72
2025-12-29,1103208.53
2025-12-30,1103589.48
2025-12-31,1103970.56
2026-01-01,1114355.22
2026-01-02,1115794.19
2026-01-05,1117235.02
2026-01-06,1118677.71
2026-01-07,1120122.26
2026-01-08,1121568.68
2026-01-09,1123016.96
2026-01-12,1124467.12
2026-01-13,1125919.15
2026-01-14,1127373.05
2026-01-15,1128828.83
2026-01-16,1130286.49
2026-01-19,1131746.03
2026-01-20,1133207.46
2026-01-21,1134670.77
2026-01-22,1136135.98
2026-01-23,1137603.08
2026-01-26,1139072.07
2026-01-27,1140542.95
2026-01-28,1142015.74
2026-01-29,1143490.43
2026-01-30,1144967.02
2026-02-02,1156458.43
2026-02-03,1157951.77
2026-02-04,1159447.04
2026-02-05,1160944.24
2026-02-06,1162443.37
2026-02-09,1163944.44
2026-02-10,1165447.44
2026-02-11,1166952.39
2026-02-12,1168459.28
2026-02-13,1169968.11
2026-02-16,1171478.89
2026-02-17,1172991.63
2026-02-18,1174506.32
2026-02-19,1176022.96
2026-02-20,1177541.56
2026-02-23,1179062.13
2026-02-24,1180584.65
2026-02-25,1182109.15
2026-02-26,1183635.61
2026-02-27,1185164.04
2026-03-02,1196707.36
2026-03-03,1198252.67
2026-03-04,1199799.98
2026-03-05,1201349.28
2026-03-06,1202900.59
2026-03-09,1204453.90
2026-03-10,1206009.21
2026-03-11,1207566.54
2026-03-12,1209125.87
2026-03-13,1210687.22
2026-03-16,1212250.59
2026-03-17,1213815.97
2026-03-18,1215383.37
2026-03-19,1216952.80
2026-03-20,1218524.26
2026-03-23,1220097.74
2026-03-24,1221673.26
2026-03-25,1223250.81
2026-03-26,1224830.40
2026-03-27,1226412.02
2026-03-30,1227995.69
2026-03-31,1229581.41
2026-04-01,1240490.50
2026-04-02,1241400.25
2026-04-03,1242310.67
2026-04-06,1243221.76
2026-04-07,1244133.52
2026-04-08,1245045.94
2026-04-09,1245959.04
2026-04-10,1246872.81
2026-04-13,1247787.24
2026-04-14,1248702.35
2026-04-15,1249618.12
2026-04-16,1250534.57
2026-04-17,1251451.69
2026-04-20,1252369.49
2026-04-21,1253287.95
2026-04-22,1254207.09
2026-04-23,1255126.91
2026-04-24,1256047.39
2026-04-27,1256968.56
2026-04-28,1257890.40
2026-04-29,1258812.91
2026-04-30,1259736.10
2026-05-01,1270667.31
2026-05-04,1271599.19
2026-05-05,1272531.76
2026-05-06,1272531.76
