fecha,portafolio_total_mxn,efectivo_mxn,efectivo_pct,DANHOS13_mxn,DANHOS13_pct,EDUCA18_mxn,EDUCA18_pct,FIBRAMQ12_mxn,FIBRAMQ12_pct,FIBRAPL14_mxn,FIBRAPL14_pct,FIBRAUP18_mxn,FIBRAUP18_pct,FIHO12_mxn,FIHO12_pct,FINN13_mxn,FINN13_pct,FMTY14_mxn,FMTY14_pct,FNOVA17_mxn,FNOVA17_pct,FPLUS16_mxn,FPLUS16_pct,FSHOP13_mxn,FSHOP13_pct,FSITES20_mxn,FSITES20_pct,FUNO11_mxn,FUNO11_pct,NEXT25_mxn,NEXT25_pct,STORAGE18_mxn,STORAGE18_pct
2021-01-01,450000.00,450000.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-04,450000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90000.00,20.00,0.00,0.00,90000.00,20.00,90000.00,20.00,90000.00,20.00,90000.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-05,452328.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86707.31,19.17,0.00,0.00,92477.06,20.44,92368.42,20.42,90775.86,20.07,90000.00,19.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-06,453096.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87138.51,19.23,0.00,0.00,91857.79,20.27,93014.36,20.53,91086.20,20.10,90000.00,19.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-07,458508.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87785.28,19.15,0.00,0.00,94541.28,20.62,93229.65,20.33,91784.48,20.02,91167.56,19.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-08,456997.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86903.31,19.02,0.00,0.00,96811.92,21.18,92583.72,20.26,90698.27,19.85,90000.00,19.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-11,457445.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86785.71,18.97,0.00,0.00,98256.88,21.48,91937.80,20.10,90465.51,19.78,90000.00,19.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-12,464166.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84708.19,18.25,0.00,0.00,107133.03,23.08,91937.80,19.81,90387.92,19.47,90000.00,19.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-13,465455.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83708.63,17.98,0.00,0.00,109403.67,23.50,91722.49,19.71,90620.69,19.47,90000.00,19.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-14,469507.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84923.78,18.09,0.00,0.00,113119.26,24.09,91076.55,19.40,90387.92,19.25,90000.00,19.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-15,475297.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84668.99,17.81,0.00,0.00,118899.08,25.02,91507.16,19.25,90465.51,19.03,89756.75,18.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-18,482406.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85688.15,17.76,0.00,0.00,124678.89,25.85,91507.16,18.97,90775.86,18.82,89756.75,18.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-19,480230.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82807.06,17.24,0.00,0.00,125298.16,26.09,92368.42,19.23,90000.00,18.74,89756.75,18.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-20,470693.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84590.59,17.97,0.00,0.00,114770.64,24.38,92583.72,19.67,88991.38,18.91,89756.75,19.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-21,461589.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83473.43,18.08,0.00,0.00,111674.31,24.19,89138.74,19.31,87594.82,18.98,89708.11,19.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-22,467280.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83728.22,17.92,0.00,0.00,116422.01,24.91,90430.62,19.35,87672.41,18.76,89027.03,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-25,467401.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84296.60,18.04,0.00,0.00,116628.44,24.95,88923.45,19.03,88525.86,18.94,89027.03,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-26,463115.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83238.24,17.97,0.00,0.00,113738.53,24.56,90215.31,19.48,86896.55,18.76,89027.03,19.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-27,462386.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81376.31,17.60,0.00,0.00,115389.91,24.96,89138.74,19.28,88913.79,19.23,87567.57,18.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-28,460407.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80102.35,17.40,0.00,0.00,114151.38,24.79,90215.31,19.59,88370.69,19.19,87567.57,19.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-01-29,460261.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80161.15,17.42,0.00,0.00,114564.22,24.89,89784.67,19.51,88913.79,19.32,86837.84,18.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-01,470261.67,10000.00,2.13,0.00,0.00,0.00,0.00,0.00,0.00,80161.15,17.05,0.00,0.00,114564.22,24.36,89784.67,19.09,88913.79,18.91,86837.84,18.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-02,472530.12,10000.00,2.12,0.00,0.00,0.00,0.00,0.00,0.00,80553.13,17.05,0.00,0.00,113532.11,24.03,92153.10,19.50,87362.06,18.49,88929.72,18.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-03,471873.50,10000.00,2.12,0.00,0.00,0.00,0.00,0.00,0.00,80121.95,16.98,0.00,0.00,113532.11,24.06,93444.98,19.80,87206.89,18.48,87567.57,18.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-04,470927.34,10000.00,2.12,0.00,0.00,0.00,0.00,0.00,0.00,80494.34,17.09,0.00,0.00,114151.38,24.24,91507.16,19.43,87206.89,18.52,87567.57,18.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-05,476060.20,10000.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,81729.10,17.17,0.00,0.00,116422.01,24.46,93444.98,19.63,86896.55,18.25,87567.57,18.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-08,478729.84,10000.00,2.09,0.00,0.00,0.00,0.00,0.00,0.00,84316.20,17.61,0.00,0.00,115802.75,24.19,93660.29,19.56,86896.55,18.15,88054.05,18.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-09,474750.21,10000.00,2.11,0.00,0.00,0.00,0.00,0.00,0.00,81787.89,17.23,0.00,0.00,115596.32,24.35,93444.98,19.68,86353.45,18.19,87567.57,18.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-10,473612.93,10000.00,2.11,0.00,0.00,0.00,0.00,0.00,0.00,81356.71,17.18,0.00,0.00,115596.32,24.41,92583.72,19.55,86508.61,18.27,87567.57,18.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-11,470599.32,10000.00,2.12,0.00,0.00,0.00,0.00,0.00,0.00,81376.31,17.29,0.00,0.00,116215.60,24.70,89784.67,19.08,85655.17,18.20,87567.57,18.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-12,471056.37,10000.00,2.12,0.00,0.00,0.00,0.00,0.00,0.00,81729.10,17.35,0.00,0.00,115596.32,24.54,90430.62,19.20,85732.76,18.20,87567.57,18.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-15,470465.16,10000.00,2.13,0.00,0.00,0.00,0.00,0.00,0.00,81395.90,17.30,0.00,0.00,115596.32,24.57,89784.67,19.08,86120.68,18.31,87567.57,18.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-16,475089.46,10000.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,81533.10,17.16,0.00,0.00,116628.44,24.55,89354.07,18.81,88060.34,18.54,89513.51,18.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-17,471417.72,10000.00,2.12,0.00,0.00,0.00,0.00,0.00,0.00,82081.89,17.41,0.00,0.00,115802.75,24.56,90000.00,19.09,85965.51,18.24,87567.57,18.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-18,471701.20,10000.00,2.12,0.00,0.00,0.00,0.00,0.00,0.00,81925.09,17.37,0.00,0.00,115802.75,24.55,89354.07,18.94,87051.72,18.45,87567.57,18.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-19,471787.05,10000.00,2.12,0.00,0.00,0.00,0.00,0.00,0.00,81650.70,17.31,0.00,0.00,115802.75,24.55,89354.07,18.94,86974.13,18.44,88005.40,18.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-22,475703.97,10000.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,80807.92,16.99,0.00,0.00,119518.34,25.12,90215.31,18.96,87594.82,18.41,87567.57,18.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-23,475622.84,10000.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,81278.31,17.09,0.00,0.00,116422.01,24.48,89138.74,18.74,90000.00,18.92,88783.78,18.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-24,472822.08,10000.00,2.11,0.00,0.00,0.00,0.00,0.00,0.00,83179.44,17.59,0.00,0.00,113944.95,24.10,89138.74,18.85,88991.38,18.82,87567.57,18.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-25,471947.69,10000.00,2.12,0.00,0.00,0.00,0.00,0.00,0.00,82924.65,17.57,0.00,0.00,113738.53,24.10,88492.81,18.75,89224.14,18.91,87567.57,18.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-02-26,481661.99,10000.00,2.08,0.00,0.00,0.00,0.00,0.00,0.00,83826.22,17.40,0.00,0.00,119311.93,24.77,90645.93,18.82,90310.34,18.75,87567.57,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-01,490096.68,20000.00,4.08,0.00,0.00,0.00,0.00,0.00,0.00,84296.60,17.20,0.00,0.00,120550.46,24.60,88923.45,18.14,88758.61,18.11,87567.57,17.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-02,488749.60,20000.00,4.09,0.00,0.00,0.00,0.00,0.00,0.00,83649.82,17.12,0.00,0.00,117866.97,24.12,90430.62,18.50,88991.38,18.21,87810.81,17.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-03,486481.71,20000.00,4.11,0.00,0.00,0.00,0.00,0.00,0.00,83081.45,17.08,0.00,0.00,118486.23,24.36,88277.51,18.15,89068.96,18.31,87567.57,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-04,487103.01,20000.00,4.11,0.00,0.00,0.00,0.00,0.00,0.00,83551.83,17.15,0.00,0.00,120344.03,24.71,88277.51,18.12,87362.06,17.94,87567.57,17.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-05,492113.29,20000.00,4.06,0.00,0.00,0.00,0.00,0.00,0.00,84394.60,17.15,0.00,0.00,121788.99,24.75,88708.13,18.03,88681.04,18.02,88540.54,17.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-08,495937.96,20000.00,4.03,0.00,0.00,0.00,0.00,0.00,0.00,86432.93,17.43,0.00,0.00,125504.58,25.31,88062.20,17.76,88370.69,17.82,87567.57,17.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-09,495985.90,20000.00,4.03,0.00,0.00,0.00,0.00,0.00,0.00,86334.93,17.41,0.00,0.00,125504.58,25.30,88062.20,17.75,88370.69,17.82,87713.51,17.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-10,497465.55,20000.00,4.02,0.00,0.00,0.00,0.00,0.00,0.00,86530.92,17.39,0.00,0.00,125504.58,25.23,89569.38,18.01,88293.10,17.75,87567.57,17.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-11,495555.02,20000.00,4.04,0.00,0.00,0.00,0.00,0.00,0.00,85335.37,17.22,0.00,0.00,125711.01,25.37,88492.81,17.86,88448.27,17.85,87567.57,17.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-12,499907.46,20000.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,86119.34,17.23,0.00,0.00,127981.64,25.60,89354.07,17.87,88836.20,17.77,87616.22,17.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-15,499907.46,20000.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,86119.34,17.23,0.00,0.00,127981.64,25.60,89354.07,17.87,88836.20,17.77,87616.22,17.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-16,497952.87,20000.00,4.02,0.00,0.00,0.00,0.00,0.00,0.00,87177.69,17.51,0.00,0.00,125504.58,25.20,88923.45,17.86,88293.10,17.73,88054.05,17.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-17,498404.45,20000.00,4.01,0.00,0.00,0.00,0.00,0.00,0.00,86550.52,17.37,0.00,0.00,126949.54,25.47,89354.07,17.93,87982.76,17.65,87567.57,17.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-18,497884.78,20000.00,4.02,0.00,0.00,0.00,0.00,0.00,0.00,86354.53,17.34,0.00,0.00,126330.27,25.37,88708.13,17.82,88681.04,17.81,87810.81,17.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-19,495389.80,20000.00,4.04,0.00,0.00,0.00,0.00,0.00,0.00,87216.90,17.61,0.00,0.00,123646.78,24.96,88277.51,17.82,88681.04,17.90,87567.57,17.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-22,497042.59,20000.00,4.02,0.00,0.00,0.00,0.00,0.00,0.00,86099.74,17.32,0.00,0.00,124678.89,25.08,87631.58,17.63,88681.04,17.84,89951.35,18.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-23,498380.17,20000.00,4.01,0.00,0.00,0.00,0.00,0.00,0.00,86746.52,17.41,0.00,0.00,124266.05,24.93,87416.25,17.54,90000.00,18.06,89951.35,18.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-24,498218.26,20000.00,4.01,0.00,0.00,0.00,0.00,0.00,0.00,86472.13,17.36,0.00,0.00,123233.94,24.73,86985.64,17.46,90310.34,18.13,91216.21,18.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-25,503377.62,20000.00,3.97,0.00,0.00,0.00,0.00,0.00,0.00,86236.94,17.13,0.00,0.00,121788.99,24.19,87200.96,17.32,90853.44,18.05,97297.30,19.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-26,501056.96,20000.00,3.99,0.00,0.00,0.00,0.00,0.00,0.00,87197.30,17.40,0.00,0.00,118692.66,23.69,85909.09,17.15,91474.13,18.26,97783.79,19.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-29,501712.27,20000.00,3.99,0.00,0.00,0.00,0.00,0.00,0.00,86805.31,17.30,0.00,0.00,119518.34,23.82,86124.41,17.17,89534.48,17.85,99729.73,19.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-30,509204.97,20000.00,3.93,0.00,0.00,0.00,0.00,0.00,0.00,86864.11,17.06,0.00,0.00,117660.54,23.11,88062.20,17.29,90077.58,17.69,106540.54,20.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-03-31,515217.30,20000.00,3.88,0.00,0.00,0.00,0.00,0.00,0.00,86060.54,16.70,0.00,0.00,126949.54,24.64,86985.64,16.88,88681.04,17.21,106540.54,20.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-01,525217.30,30000.00,5.71,0.00,0.00,0.00,0.00,0.00,0.00,86060.54,16.39,0.00,0.00,126949.54,24.17,86985.64,16.56,88681.04,16.88,106540.54,20.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-02,525217.30,30000.00,5.71,0.00,0.00,0.00,0.00,0.00,0.00,86060.54,16.39,0.00,0.00,126949.54,24.17,86985.64,16.56,88681.04,16.88,106540.54,20.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-05,525704.56,30000.00,5.71,0.00,0.00,0.00,0.00,0.00,0.00,87216.90,16.59,0.00,0.00,125504.58,23.87,86985.64,16.55,89456.89,17.02,106540.54,20.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-06,522087.29,30000.00,5.75,0.00,0.00,0.00,0.00,0.00,0.00,85570.56,16.39,0.00,0.00,124472.48,23.84,86124.41,16.50,89379.31,17.12,106540.54,20.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021-04-07,522858.76,0.00,0.00,0.00,0.00,0.00,0.00,104571.75,20.00,104571.75,20.00,0.00,0.00,0.00,0.00,0.00,0.00,104571.75,20.00,104571.75,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104571.75,20.00
2021-04-08,524093.31,0.00,0.00,0.00,0.00,0.00,0.00,104000.32,19.84,104048.06,19.85,0.00,0.00,0.00,0.00,0.00,0.00,104662.77,19.97,104094.25,19.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107287.91,20.47
2021-04-09,522520.61,0.00,0.00,0.00,0.00,0.00,0.00,101510.52,19.43,103691.00,19.84,0.00,0.00,0.00,0.00,0.00,0.00,105936.93,20.27,104094.25,19.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107287.91,20.53
2021-04-12,520932.40,0.00,0.00,0.00,0.00,0.00,0.00,99755.41,19.15,103762.41,19.92,0.00,0.00,0.00,0.00,0.00,0.00,105936.93,20.34,104189.75,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107287.91,20.60
2021-04-13,519413.11,0.00,0.00,0.00,0.00,0.00,0.00,99020.71,19.06,104238.49,20.07,0.00,0.00,0.00,0.00,0.00,0.00,104389.74,20.10,104476.25,20.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107287.91,20.66
2021-04-14,521312.55,0.00,0.00,0.00,0.00,0.00,0.00,99551.32,19.10,104119.48,19.97,0.00,0.00,0.00,0.00,0.00,0.00,104662.77,20.08,104333.00,20.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,20.84
2021-04-15,521645.49,0.00,0.00,0.00,0.00,0.00,0.00,98898.26,18.96,104190.88,19.97,0.00,0.00,0.00,0.00,0.00,0.00,105481.87,20.22,104428.50,20.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,20.83
2021-04-16,520422.99,0.00,0.00,0.00,0.00,0.00,0.00,97428.87,18.72,104476.54,20.08,0.00,0.00,0.00,0.00,0.00,0.00,105299.85,20.23,104571.75,20.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,20.88
2021-04-19,516810.01,0.00,0.00,0.00,0.00,0.00,0.00,96081.93,18.59,102262.75,19.79,0.00,0.00,0.00,0.00,0.00,0.00,105390.86,20.39,104428.50,20.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,21.02
2021-04-20,517901.23,0.00,0.00,0.00,0.00,0.00,0.00,96081.93,18.55,103119.70,19.91,0.00,0.00,0.00,0.00,0.00,0.00,105481.87,20.37,104571.75,20.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,20.98
2021-04-21,518662.92,0.00,0.00,0.00,0.00,0.00,0.00,98245.20,18.94,102810.25,19.82,0.00,0.00,0.00,0.00,0.00,0.00,104389.74,20.13,104571.75,20.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,20.95
2021-04-22,519403.15,0.00,0.00,0.00,0.00,0.00,0.00,98163.56,18.90,102357.97,19.71,0.00,0.00,0.00,0.00,0.00,0.00,105663.89,20.34,104571.75,20.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,20.92
2021-04-23,517008.24,0.00,0.00,0.00,0.00,0.00,0.00,98204.38,18.99,104095.67,20.13,0.00,0.00,0.00,0.00,0.00,0.00,104116.70,20.14,101945.52,19.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,21.01
2021-04-26,514365.56,0.00,0.00,0.00,0.00,0.00,0.00,99102.35,19.27,103976.65,20.21,0.00,0.00,0.00,0.00,0.00,0.00,104753.78,20.37,97886.80,19.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,21.12
2021-04-27,510607.69,0.00,0.00,0.00,0.00,0.00,0.00,97837.03,19.16,103143.50,20.20,0.00,0.00,0.00,0.00,0.00,0.00,105481.87,20.66,95499.31,18.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,21.28
2021-04-28,513333.75,0.00,0.00,0.00,0.00,0.00,0.00,99428.88,19.37,104095.67,20.28,0.00,0.00,0.00,0.00,0.00,0.00,105663.89,20.58,95499.34,18.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,21.16
2021-04-29,511813.39,0.00,0.00,0.00,0.00,0.00,0.00,98081.94,19.16,106214.24,20.75,0.00,0.00,0.00,0.00,0.00,0.00,105208.83,20.56,93662.40,18.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,21.23
2021-04-30,509294.55,0.00,0.00,0.00,0.00,0.00,0.00,98122.75,19.27,103381.55,20.30,0.00,0.00,0.00,0.00,0.00,0.00,105481.87,20.71,93662.40,18.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,21.33
2021-05-03,529396.82,10000.00,1.89,0.00,0.00,0.00,0.00,100694.19,19.02,105381.10,19.91,0.00,0.00,0.00,0.00,0.00,0.00,106209.96,20.06,98465.60,18.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,20.52
2021-05-04,529393.32,10000.00,1.89,0.00,0.00,0.00,0.00,100286.02,18.94,105785.76,19.98,0.00,0.00,0.00,0.00,0.00,0.00,106209.96,20.06,98465.60,18.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,20.52
2021-05-05,528454.43,10000.00,1.89,0.00,0.00,0.00,0.00,98653.36,18.67,105809.57,20.02,0.00,0.00,0.00,0.00,0.00,0.00,107120.07,20.27,98225.45,18.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108645.98,20.56
2021-05-06,528000.04,10000.00,1.89,0.00,0.00,0.00,0.00,97102.34,18.39,104786.00,19.85,0.00,0.00,0.00,0.00,0.00,0.00,106938.04,20.25,100867.20,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108306.46,20.51
2021-05-07,519709.59,10000.00,1.92,0.00,0.00,0.00,0.00,97224.79,18.71,104595.56,20.13,0.00,0.00,0.00,0.00,0.00,0.00,106209.96,20.44,98465.60,18.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103213.68,19.86
2021-05-10,523762.69,10000.00,1.91,0.00,0.00,0.00,0.00,98204.38,18.75,107214.02,20.47,0.00,0.00,0.00,0.00,0.00,0.00,106665.01,20.37,98465.60,18.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103213.68,19.71
2021-05-11,528858.45,10000.00,1.89,0.00,0.00,0.00,0.00,98245.20,18.58,106904.57,20.21,0.00,0.00,0.00,0.00,0.00,0.00,106665.01,20.17,98465.60,18.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108578.07,20.53
