fecha,portafolio_total_mxn
2025-04-17,1283520.37
2025-04-18,1283959.38
2025-04-21,1284398.54
2025-04-22,1284837.84
2025-04-23,1285277.30
2025-04-24,1285716.91
2025-04-25,1286156.67
2025-04-28,1286596.57
2025-04-29,1287036.63
2025-04-30,1287476.84
2025-05-01,1297920.62
2025-05-02,1298364.56
2025-05-05,1298808.64
2025-05-06,1299252.88
2025-05-07,1299697.26
2025-05-08,1300141.80
2025-05-09,1300586.50
2025-05-12,1301031.34
2025-05-13,1301476.34
2025-05-14,1301921.49
2025-05-15,1302366.79
2025-05-16,1302812.24
2025-05-19,1303257.84
2025-05-20,1303703.60
2025-05-21,1304149.51
2025-05-22,1304595.58
2025-05-23,1305041.79
2025-05-26,1305488.16
2025-05-27,1305934.68
2025-05-28,1306381.35
2025-05-29,1306828.18
2025-05-30,1307275.16
2025-06-02,1317725.71
2025-06-03,1318176.42
2025-06-04,1318627.28
2025-06-05,1319078.29
2025-06-06,1319529.46
2025-06-09,1319980.78
2025-06-10,1320432.26
2025-06-11,1320883.89
2025-06-12,1321335.68
2025-06-13,1321787.62
2025-06-16,1322239.72
2025-06-17,1322691.97
2025-06-18,1323144.37
2025-06-19,1323596.93
2025-06-20,1324049.65
2025-06-23,1324502.51
2025-06-24,1324955.54
2025-06-25,1325408.72
2025-06-26,1325862.05
2025-06-27,1326315.54
2025-06-30,1326769.19
2025-07-01,1337226.41
2025-07-02,1337683.78
2025-07-03,1338141.31
2025-07-04,1338599.00
2025-07-07,1339056.85
2025-07-08,1339514.85
2025-07-09,1339973.01
2025-07-10,1340431.33
2025-07-11,1340889.80
2025-07-14,1341348.43
2025-07-15,1341807.21
2025-07-16,1342266.16
2025-07-17,1342725.26
2025-07-18,1343184.51
2025-07-21,1343643.93
2025-07-22,1344103.50
2025-07-23,1344563.23
2025-07-24,1345023.11
2025-07-25,1345483.16
2025-07-28,1345943.36
2025-07-29,1346403.71
2025-07-30,1346864.23
2025-07-31,1347324.90
2025-08-01,1357789.15
2025-08-04,1358253.56
2025-08-05,1358718.13
2025-08-06,1359182.86
2025-08-07,1359647.74
2025-08-08,1360112.79
2025-08-11,1360577.99
2025-08-12,1361043.35
2025-08-13,1361508.88
2025-08-14,1361974.56
2025-08-15,1362440.40
2025-08-18,1362906.40
2025-08-19,1363372.56
2025-08-20,1363838.88
2025-08-21,1364305.36
2025-08-22,1364771.99
2025-08-25,1365238.79
2025-08-26,1365705.75
2025-08-27,1366172.87
2025-08-28,1366640.14
2025-08-29,1367107.58
2025-09-01,1377578.60
2025-09-02,1378049.78
2025-09-03,1378521.11
2025-09-04,1378992.61
2025-09-05,1379464.28
2025-09-08,1379936.10
2025-09-09,1380408.08
2025-09-10,1380880.23
2025-09-11,1381352.54
2025-09-12,1381825.01
2025-09-15,1382297.64
2025-09-16,1382770.43
2025-09-17,1383243.38
2025-09-18,1383716.50
2025-09-19,1384189.77
2025-09-22,1384663.21
2025-09-23,1385136.81
2025-09-24,1385610.58
2025-09-25,1386084.50
2025-09-26,1386558.59
2025-09-29,1387032.84
2025-09-30,1387507.25
2025-10-01,1397985.25
2025-10-02,1398463.40
2025-10-03,1398941.72
2025-10-06,1399420.21
2025-10-07,1399898.86
2025-10-08,1400377.67
2025-10-09,1400856.65
2025-10-10,1401335.79
2025-10-13,1401815.09
2025-10-14,1402294.56
2025-10-15,1402774.19
2025-10-16,1403253.99
2025-10-17,1403733.95
2025-10-20,1404214.07
2025-10-21,1404694.36
2025-10-22,1405174.81
2025-10-23,1405655.43
2025-10-24,1406136.21
2025-10-27,1406617.15
2025-10-28,1407098.26
2025-10-29,1407579.54
2025-10-30,1408060.98
2025-10-31,1408542.58
2025-11-03,1419027.77
2025-11-04,1419513.13
2025-11-05,1419998.65
2025-11-06,1420484.33
2025-11-07,1420970.19
2025-11-10,1421456.21
2025-11-11,1421942.39
2025-11-12,1422428.74
2025-11-13,1422915.26
2025-11-14,1423401.95
2025-11-17,1423888.80
2025-11-18,1424375.82
2025-11-19,1424863.00
2025-11-20,1425350.35
2025-11-21,1425837.87
2025-11-24,1426325.55
2025-11-25,1426813.40
2025-11-26,1427301.42
2025-11-27,1427789.61
2025-11-28,1428277.96
2025-12-01,1438769.90
2025-12-02,1439262.00
2025-12-03,1439754.28
2025-12-04,1440246.72
2025-12-05,1440739.34
2025-12-08,1441232.12
2025-12-09,1441725.07
2025-12-10,1442218.19
2025-12-11,1442711.47
2025-12-12,1443204.93
2025-12-15,1443698.55
2025-12-16,1444192.35
2025-12-17,1444686.31
2025-12-18,1445180.44
2025-12-19,1445674.74
2025-12-22,1446169.21
2025-12-23,1446663.85
2025-12-24,1447158.65
2025-12-25,1447653.63
2025-12-26,1448148.78
2025-12-29,1448644.09
2025-12-30,1449139.58
2025-12-31,1449635.23
2026-01-01,1460107.84
2026-01-02,1460580.59
2026-01-05,1461053.50
2026-01-06,1461526.57
2026-01-07,1461999.78
2026-01-08,1462473.15
2026-01-09,1462946.68
2026-01-12,1463420.35
2026-01-13,1463894.18
2026-01-14,1464368.17
2026-01-15,1464842.30
2026-01-16,1465316.59
2026-01-19,1465791.04
2026-01-20,1466265.63
2026-01-21,1466740.39
2026-01-22,1467215.29
2026-01-23,1467690.35
2026-01-26,1468165.56
2026-01-27,1468640.93
2026-01-28,1469116.45
2026-01-29,1469592.12
2026-01-30,1470067.95
2026-02-02,1480547.17
2026-02-03,1481026.55
2026-02-04,1481506.08
2026-02-05,1481985.76
2026-02-06,1482465.60
2026-02-09,1482945.60
2026-02-10,1483425.75
2026-02-11,1483906.06
2026-02-12,1484386.52
2026-02-13,1484867.14
2026-02-16,1485347.91
2026-02-17,1485828.84
2026-02-18,1486309.93
2026-02-19,1486791.17
2026-02-20,1487272.57
2026-02-23,1487754.12
2026-02-24,1488235.83
2026-02-25,1488717.69
2026-02-26,1489199.72
2026-02-27,1489681.89
2026-03-02,1500167.46
2026-03-03,1500653.19
2026-03-04,1501139.08
2026-03-05,1501625.12
2026-03-06,1502111.32
2026-03-09,1502597.68
2026-03-10,1503084.19
2026-03-11,1503570.86
2026-03-12,1504057.69
2026-03-13,1504544.68
2026-03-16,1505031.83
2026-03-17,1505519.13
2026-03-18,1506006.59
2026-03-19,1506494.21
2026-03-20,1506981.98
2026-03-23,1507469.92
2026-03-24,1507958.01
2026-03-25,1508446.26
2026-03-26,1508934.67
2026-03-27,1509423.24
2026-03-30,1509911.96
2026-03-31,1510400.85
2026-04-01,1520879.20
2026-04-02,1521357.71
2026-04-03,1521836.37
2026-04-06,1522315.18
2026-04-07,1522794.14
2026-04-08,1523273.25
2026-04-09,1523752.51
2026-04-10,1524231.92
2026-04-13,1524711.48
2026-04-14,1525191.19
2026-04-15,1525671.06
2026-04-16,1526151.07
2026-04-17,1526631.24
2026-04-20,1527111.56
2026-04-21,1527592.02
2026-04-22,1528072.64
2026-04-23,1528553.42
2026-04-24,1529034.34
2026-04-27,1529515.41
2026-04-28,1529996.64
2026-04-29,1530478.01
2026-04-30,1530959.54
2026-05-01,1541444.36
2026-05-04,1541929.34
2026-05-05,1542414.47
2026-05-06,1542899.76
